text,ref,Unnamed: 2,Unnamed: 3,translated
"Ɛduruu baabi no, sɛ na obi rekɔgye ntoma yi bi a, ɛsiane sɛ na aborɔfo no to ma wɔn nti, na yɛn nananom ka sɛ merekɔgye 'nto-ma' a ɛkyerɛ sɛ, woreto biribi ama obi.","At some point, when someone was going to collect some of these clothes, since the whites were throwing them, our ancestors would say I am going to get 'nto-ma' which means, you are throwing something for someone",,,"When it got to a point, if someone was going to collect some of this cloth, because the Europeans sold it to them, our ancestors would say ""I am going to collect 'nto-ma'"" which means someone is selling something to someone."
"Ԑnyԑ wei ne deԑ ԑdi kan a Dumgya Adwumakuo no rebᴐ yԑn kᴐkᴐ wᴐ wei ho, nanso yԑabu nnua agu yԑn asom wᴐ ho.","this is not the first time that the fire service unit is giving us education about this, but people have decided not to listen.",,,"This is not the first time the Dumgya Working Group is alerting us about this, but we have turned a deaf ear to it."
Ɔdɔ a yɛwɔ ma mmɔfra na yɛsane dwene wɔn daakye ho nti na ne boɔ da fam saa no sɛdeɛ obiara bɛtumi abɛhwɛ bi.,"Out of love for children and concern for their future, the price is so low that everyone can attend.",,,The love we have for children and our concern for their future is why the price is so affordable so that everyone can come and watch.
Berɛ nhyehyɛeɛ yɛ biribi a anka ɛsɛ sɛ nnipa nyinaa tumi sua pa ara.,Time management is something that everyone should be able to learn very well.,,,Time management is something that all people should be able to learn very well.
"Bammↄfoↄ a na wↄwↄ hↄ yeree wↄn bammↄ mu yie sɛ wↄmma nnipa nwira beaeɛ hↄ pii, nanso ankↄsi aga.",Although the security service did all their best not to let in many people but it was fruitless.,,,"The security personnel who were there tightened their security to prevent too many people from crowding the place, but it was not enough."
Nkyenedie bebree nso tumi kɔfa ba.,Too much salt intake can cause it.,,,Too much salt can also bring diseases.
"Nhwehwεmu kyerε sε, afe 2019 mu no, na nnipa  ᴐpepe 301 na na wᴐwᴐ ateetee ho adwene mu haw a na εmu ᴐpepe 58 yε mmᴐfra nketewa ne mmᴐfra a wᴐn ani rema soᴐ.","Research shows that in 2019, there were 301 million people with suffering mental health problems, of which 58 million were children and adolescents.",,,"Research shows that, in the year 2019, 301 million people had anxiety disorders, of which 58 million were young children and adolescents."
"Saa da no, na meresa nsuo na ɔfrɛɛ me sɛ menkɔfa biribi mma me nanabaa. Meduruu hɔ no, megyinaa ɛkwan no ano, ɛnna ɔkaa sɛ menwura ɛdan no mu nanso mampene.","On that faithful day, I was fetching water and he called me to pick something for my grandmother. When I got there, I stopped at the gate, he asked me in but I refused.",,,"That day, I was fetching water when she called me to go and get something for my grandmother. When I got there, I stood at the entrance of the road, and then he said I should enter the room but I refused."
"Ne saa nti, sɛ wonni ahoɔden a wode bɛdɔ nsase adua nnɔbaeɛ a, wobɛtumi ahwehwɛ nyɛmmoa a yɛaka wɔn ho nsɛm yinom bi na wode afiri w'adwuma ase.","Therefore, if you do not have the strength to cultivate crops, you can look for some of these animals to start your business.",,,"Therefore, if you do not have the strength to cultivate crops on the land, you can look for some of these animals that have been mentioned and start your work with them."
"Sԑ woreyi aninntᴐn nwi ntoasoᴐ no a, ԑtumi tete anaa bubu w’ankasa wodeԑ no so, ԑtumi sԑe deԑ ԑma enwi fifiri wᴐ aniwa no ase no.","This is because when taking off this artificial eyelashes from your eyes, it cause breakages in your natural eyelashes and can even destroy the tissue that cause hair to grow beneath your eyes.",,,"When you are removing false eyelash extensions, it can pull or break your own natural ones, it can damage what makes the hair grow at the base of the eye."
Mmire boa nipadua no pa ara ma ɛtumi yɛ adwuma yie.,Exercise helps the body to function properly.,,,Time helps the body well so that it can function properly.
"Ɛno nti na sɛ Anlogahene redi afahyɛ a, ɔtumi to nsa frɛ Asantehene no.",That is the reason why if Anlo are celebrating their festival they can invite the Ashanti king,,,"That is why when the Anlo chief is celebrating a festival, he can extend an invitation to the Asantehene."
Mmaayewa a wɔnkɔ sukuu koraa anaa wɔnkɔ nnuru akyiri yɛ adeɛ baako a ɛde mperewanyinsɛn ba pa ara.,Girls who do not attend school at or do not further their education are one of the main causes of teen pregnancy.,,,Young girls who don't go to school at all or who don't go far enough in school are one thing that really brings about challenges.
"Ɛnyɛ obi na wabɔ ne hokani tuo a, na ɛyɛ obi na ɔde sekan adi ne yere anaa ne kunu awu.","If it is not someone who has shot his/her partner, then it is someone who has stub his wife or her husband to death.",,,"It is not someone who has shot their neighbor with a gun, but rather someone who has used a knife to kill their wife or husband."
"Mfuturo binom a εfiri mfididwumabea bi nnwuma mu ba no kita nnuro bi a ano yε den a carcinogen wᴐ mu, na εbεtumi ama onipa bi anya honam ani kisikuro a ano yε den.","some dust that comes from some industries contains some harmful chemicals such as carcinogen, and it can make someone contract skin sore which is very dangerous.",,,"Binary fumes that come from the operations of a factory contain some strong chemicals that have carcinogens in them, and can cause a person to develop severe skin cancer."
"Nhwhwɛmu kyerɛ sɛ saa aduro yin a ɛtaa akomayadeɛ, mogyaborosoɔ, akomayadeɛ, sawa/saa mu yareɛ akyiri no, nanso wɔnya nyɛɛ nhwehwɛmu biara a ɛbɛdi ho adanseɛ.","Research suggests that this yin drug often causes heart attack, high blood pressure, heart attack, sawa/health disease later, but no studies have been done to prove it.",,,"Research shows that this drug is associated with heart disease, high blood pressure, heart disease, and respiratory illness, but no research has been conducted to provide evidence for this."
"Ebia anka nneɛma a wɔrese no sɛ ɔrentumi nyɛ no nyinaa no yɛ deɛ ɔbɛtumi ayɛ ama no aboro so mpo, nanso ɛsiane sɛ akɔba no sei na n'adwene agye atom nti no, daa ɔhunu ne ho sɛ biribiara nni hɔ a ɔbɛtumi ayɛ.","Perhaps all the things he is being told he cannot do would have been even more than he could have done for him, but because it has come to him this way and his mind has accepted it, he always finds himself with nothing he can do.",,,"Perhaps all the things that they were listing as things he cannot do were things he could have done and even exceeded, but because the child's spirit is broken and his confidence is shattered, he always sees himself as someone who cannot do anything."
"Deɛ nti a ɛte saa ne sɛ, ahokyerɛ a ɛwɔ amansini binom te sɛ Suaman mu no yɛ (6.0%), Wassa Amenfi Atɔeɛ deɛ yɛ (6.9%), ɛnna Aowin nso kura ɛmu (8.9%) pɛ.","the reason is that, the poverty rate in some district like the Suaman district is just 6.0%, Wassa Amenfi West has 6.9%, and Aowin also has 8.9%.",,,"The reason for this is that, the poverty levels in some districts such as Suaman is (6.0%), Wassa Amenfi West is (6.9%), and Aowin also holds only (8.9%)."
Yεatwa nnua akεseε nyinaa ama akwaeε adane mfofoo ne asase pεsεε,"Because of deforestation, our forest has become desert and wilderness.",,,We have cut down all the big trees and the forest has turned into grassland and barren land
"Mmom, ɛhyɛ aseɛ firi Otumfoɔ Ɔsɛe Tutu I so ɛfiri sɛ, ne pɛn so na Ɔkɔmfo Anɔkye yii Sika dwa Kofi maa Asanteman.","It started from Otumfo Osei Tutu 1 , because it was during his era that Okomfo Anokye Commanded the Golden stool",,,"Rather, it begins from Otumfuo Osei Tutu I because it was during his reign that Okomfo Anokye conjured the Golden Stool (Sika Dwa Kofi) for the Asante nation."
Onipa no brԑ wᴐ adidie ne ᴐnom ho.,The person is tired of eating and drinking.,,,The person is tired of eating and drinking.
"Bio nso, na mmaayewa ne mmeranteɛ nyinaa hwɛ wɔn ho so yie na ama wɔatumi akwati animguaseɛ a ɛte saa ɛno nti, tete no, na mperewanyinsɛn nnɔɔso sɛ ɛnnɛ.","Furthermore, due to the responsible behavior and self-care practices among the young ladies and gentlemen in the towns or villages, the incidence of teenage pregnancy was significantly lower compared to the present times.",,,"Also, in those days, young women and young men all took good care of themselves so that they could avoid such disgrace; therefore, in the olden days, teenage pregnancies were not as prevalent as today."
"Akanfoɔ amammerɛ mu no, afadeɛ ne ahosiesie yɛ biribi a wɔntoto no ase koraa. wohwɛ mu a, wɔn ahosiesie ka nneɛma ahodoɔ a ɛma wɔda nso firi kasakuo afoforɔ ho no ho.","In Akan culture, festivals and dress are not underestimated. you see, their dress is among the various factors that also distinguish them from other dialects.",,,"In Akan culture, jewelry and adornment are something that is not underestimated at all. When you look into it, their adornment involves various things that also distinguish them from other ethnic groups."
Bɔ mmɔden na taa tenetene w'apom.,Try to exercise regularly.,,,Make an effort to often straighten your back.
"Ɛsiane sɛ na Bafo Pem suro sɛ Abonofoɔ yi bɛtumi ayi no ama nti, ɔmaa wɔnomm abosom; ɛne sɛ, wɔtwaa wɔn mogya guu nsuom maa obiara nomm bi.","since Bafo Pem was afraid that the of Bono will be taken off the throne, he gave them gods, that is , they spilled their blood into water to be taken by all.",,,"Because Bafo Pem was afraid that the Abolitionists could expose him, he made them drink fetish; that is, they cut their blood into water and everyone drank some."
"Wɔn akraboa ne anene (kwaakwaadabi), ne asona wɔ.",Their totem is crow and wild boar.,,,"Their musical instruments include the anene (kwaakwaadabi), and the asona."
Adeɛ baako pa ara nti a nnipa yɛ mmɔntohɔ ne osuro anaasɛ ehu.,One of the main reasons people are procrastinated is fear or dread.,,,The one main reason why people are cowards is fear.
